long,lat
131.766,-25.40833
-48.9742,-25.4
-48.9394,-25.4
-48.8699,-25.4
15.28333,-25.4
22.13333,-25.4
26,-25.4
28.08333,-25.4
28.26667,-25.4
30.03333,-25.4
30.43333,-25.4
30.48333,-25.4
30.7,-25.4
30.81667,-25.4
30.91667,-25.4
31.3,-25.4
114,-25.4
119.3,-25.4
130.983,-25.4
131.766,-25.4
135.5,-25.4
141.55,-25.4
142.25,-25.4
142.6,-25.4
142.82,-25.4
150.2,-25.4
151.166,-25.4
152.38333,-25.4
152.76667,-25.4
-56.01004,-25.39954
-69.96583,-25.39861
152.69361,-25.3925
-70.47278,-25.39194
131.766,-25.39166
134.28,-25.39
-51.45,-25.38333
15.25,-25.38333
16.06667,-25.38333
16.28333,-25.38333
22.28333,-25.38333
31.05,-25.38333
31.08333,-25.38333
135.43333,-25.38333
141.65,-25.38333
141.7,-25.38333
149.15,-25.38333
149.4,-25.38333
151.86667,-25.38333
152.68333,-25.38333
135.45,-25.3833
113.983,-25.383
131.067,-25.383
131.183,-25.383
131.766,-25.383
135.433,-25.383
135.45,-25.383
-51.45,-25.38
131.766,-25.37499
153.18,-25.37
113.9667,-25.3667
135.3833,-25.3667
26.38333,-25.36667
28.35,-25.36667
28.75,-25.36667
30.13333,-25.36667
30.7,-25.36667
31.1,-25.36667
141.46667,-25.36667
141.81667,-25.36667
142.75,-25.36667
147.11667,-25.36667
149.36667,-25.36667
151.11667,-25.36667
153.11667,-25.36667
153.15,-25.36667
119.3,-25.366
138.666,-25.366
153.116,-25.366
153.1175183,-25.36528889
27.102,-25.35917
-57.3542,-25.3515
-57.35418,-25.35149
15.16667,-25.35
15.8,-25.35
27.1,-25.35
28.68333,-25.35
30.76667,-25.35
31.9,-25.35
113.95,-25.35
131.016,-25.35
131.017,-25.35
131.033,-25.35
131.217,-25.35
131.25,-25.35
131.317,-25.35
131.35,-25.35
131.367,-25.35
135.2167,-25.35
137.016,-25.35
139.35,-25.35
141.51667,-25.35
141.93,-25.35
141.93333,-25.35
142.38333,-25.35
151.916,-25.35
152.9,-25.35
141.5176557,-25.34867512
133.19423,-25.34080002
45.4778,-25.337
15.15,-25.33333
15.16667,-25.33333
30.6,-25.33333
30.75,-25.33333
30.8,-25.33333
30.81667,-25.33333
30.85,-25.33333
30.86667,-25.33333
30.96667,-25.33333
131.06667,-25.33333
134.13333,-25.33333
151.85,-25.33333
151.86667,-25.33333
152.58333,-25.33333
152.6,-25.33333
152.63333,-25.33333
152.71667,-25.33333
-57.5333,-25.3333
-57.35,-25.3333
113.833,-25.333
130.783,-25.333
130.883,-25.333
131,-25.333
131.017,-25.333
131.267,-25.333
131.4,-25.333
131.5,-25.333
133.3,-25.333
133.883,-25.333
152.733,-25.333
153.2,-25.333
131.75,-25.32499
131.89,-25.32
130.783,-25.317
131,-25.317
131.417,-25.317
131.517,-25.317
131.75,-25.317
131.833,-25.317
134.717,-25.317
18.65,-25.31667
22.88333,-25.31667
27.18333,-25.31667
28.91667,-25.31667
30.11667,-25.31667
30.58333,-25.31667
30.95,-25.31667
30.98333,-25.31667
31.01667,-25.31667
131,-25.31667
149.08333,-25.31667
149.18333,-25.31667
151.86667,-25.31667
131.583,-25.316
131.75,-25.316
131.766,-25.316
131.783,-25.316
131.85,-25.316
139.333,-25.316
139.466,-25.316
148.833,-25.316
153.05,-25.316
-57.3661,-25.3141
131.92,-25.31
-57.3734,-25.3022
-57.37336,-25.30215
-57.63623,-25.30046
-57.4167,-25.3
-55.98333,-25.3
29.83333,-25.3
30.76667,-25.3
30.78333,-25.3
130.716,-25.3
130.717,-25.3
130.733,-25.3
130.85,-25.3
130.933,-25.3
131.7,-25.3
149.1,-25.3
149.16667,-25.3
149.18333,-25.3
149.2,-25.3
150.3,-25.3
152.76667,-25.3
152.96667,-25.3
150.300885,-25.29863182
152.7675227,-25.29862059
149.18333,-25.29167
131.733,-25.29166
-57.5956,-25.29015
-57.60266,-25.28861
16.56667,-25.28333
30.76667,-25.28333
33.25,-25.28333
149.11667,-25.28333
149.15,-25.28333
152.5,-25.28333
152.68333,-25.28333
152.83333,-25.28333
152.9,-25.28333
115.883,-25.283
130.717,-25.283
130.917,-25.283
131.733,-25.283
131.75,-25.283
131.766,-25.283
119.317794,-25.28213116
130.73,-25.28
130.74499,-25.27977
131.75,-25.27499
25.6945,-25.27417
-54.84163,-25.27297
-57.67,-25.27
-56.3987,-25.2668
-57.6667,-25.2667
122.0333,-25.2667
-57.66667,-25.26667
15.5,-25.26667
30.55,-25.26667
145.05,-25.26667
149.06667,-25.26667
152.76667,-25.26667
122.033,-25.266
152.366,-25.266
152.75,-25.266
153.083,-25.266
120.17,-25.26
-57.0667,-25.259
-57.47206,-25.25414
25.61667,-25.25
27.11667,-25.25
30.51667,-25.25
30.55,-25.25
31.1,-25.25
31.11667,-25.25
114.033,-25.25
130.767,-25.25
131,-25.25
139.55,-25.25
148.4,-25.25
148.81667,-25.25
149.11667,-25.25
153.17,-25.25
16.66667,-25.23333
22.05,-25.23333
28.48333,-25.23333
30.06667,-25.23333
30.13333,-25.23333
30.26667,-25.23333
119.33333,-25.23333
132.06667,-25.23333
140.98333,-25.23333
148.95,-25.23333
149.16667,-25.23333
151.9,-25.23333
130.967,-25.233
131.016,-25.233
133.183,-25.233
152.283,-25.233
-57.4906,-25.2328
151.9174656,-25.23187874
-56.82,-25.23
132.03,-25.23
131.08269,-25.22482
131.25,-25.217
133.183,-25.217
31.11667,-25.21667
31.13333,-25.21667
138.65,-25.21667
149.28333,-25.21667
152.03333,-25.21667
115.516,-25.216
133.616,-25.216
152.233,-25.216
16.77967,-25.21
25.6945,-25.202
-57.36098,-25.20174
17.53333,-25.2
28.83333,-25.2
28.95,-25.2
30.18333,-25.2
119.333,-25.2
119.33333,-25.2
130.5,-25.2
132.1,-25.2
134.16667,-25.2
135.4,-25.2
138.66667,-25.2
138.68333,-25.2
149.18333,-25.2
149.26667,-25.2
151.9,-25.2
151.91667,-25.2
133.20281,-25.19859002
147.1341902,-25.19857019
148.9008371,-25.19856206
131.616,-25.19166
148.78333,-25.18333
149.03333,-25.18333
149.08333,-25.18333
153.26667,-25.18333
130.5,-25.183
130.683,-25.183
130.717,-25.183
130.733,-25.183
130.783,-25.183
130.8,-25.183
131.25,-25.183
131.6,-25.183
131.616,-25.183
131.683,-25.183
131.733,-25.183
132.667,-25.183
138.283,-25.183
148.7842334,-25.18196906
153.2675153,-25.18194864
133.3,-25.17
-56.7667,-25.1667
14.25,-25.16667
18.45,-25.16667
27.6,-25.16667
29.9,-25.16667
30.65,-25.16667
138.65,-25.16667
138.66667,-25.16667
149.11667,-25.16667
149.98333,-25.16667
152.56667,-25.16667
153.16667,-25.16667
130.466,-25.166
130.533,-25.166
130.7,-25.166
131.683,-25.166
135.5,-25.166
25.74083,-25.165
45.68,-25.16
46.06,-25.16
28.85,-25.15
30.63333,-25.15
30.83333,-25.15
42.2,-25.15
130.583,-25.15
130.6,-25.15
130.633,-25.15
130.667,-25.15
132.366,-25.15
134.15,-25.15
138.5,-25.15
139.6,-25.15
141.35,-25.15
152.48333,-25.15
152.63333,-25.15
153.2,-25.15
153.28333,-25.15
25.6945,-25.14783
-57.0667,-25.1417
152.525,-25.14167
14.85,-25.13333
28.8,-25.13333
29.81667,-25.13333
30.6,-25.13333
30.61667,-25.13333
30.83333,-25.13333
134,-25.13333
138.65,-25.13333
148.96667,-25.13333
152.56667,-25.13333
113.833,-25.133
152.0507932,-25.13187841
152.575,-25.125
135.967,-25.117
16.76667,-25.11667
30.58333,-25.11667
30.6,-25.11667
30.65,-25.11667
31.51667,-25.11667
139.05,-25.11667
152.56667,-25.11667
130.25,-25.116
135.966,-25.116
25.69014,-25.11412
25.70679,-25.11054
25.70758,-25.10315
-57.57,-25.1
30.45,-25.1
133.2,-25.1
148.28333,-25.1
150.05,-25.1
143.42528,-25.09167
25.71667,-25.08884
16.85,-25.08333
23,-25.08333
30.56667,-25.08333
30.76667,-25.08333
30.83333,-25.08333
118.66667,-25.08333
135.41667,-25.08333
146.16667,-25.08333
152.5,-25.08333
113.816,-25.083
129.583,-25.083
130,-25.083
130.033,-25.083
130.05,-25.083
130.067,-25.083
130.1,-25.083
130.15,-25.083
133.3,-25.083
151.033,-25.083
151.983,-25.083
-69.0925,-25.08111
-57.52,-25.08
25.72104,-25.07988
148.24167,-25.075
152.475,-25.075
152.54167,-25.075
133.20036,-25.07398002
129.083,-25.067
129.55,-25.067
129.633,-25.067
30.66667,-25.06667
31.11667,-25.06667
135.6,-25.06667
147.01667,-25.06667
148.05,-25.06667
148.23333,-25.06667
148.25,-25.06667
113.816,-25.066
119.383,-25.066
129.8,-25.066
129.9,-25.066
129.916,-25.066
129.95,-25.066
143.116,-25.066
45.2,-25.06
148.225,-25.05833
148.30833,-25.05833
25.77488,-25.05244
28.78333,-25.05
30.88333,-25.05
113.9167,-25.05
114.0333,-25.05
115.2,-25.05
129.367,-25.05
129.71667,-25.05
129.717,-25.05
129.783,-25.05
132.283,-25.05
133.2,-25.05
143.75,-25.05
148.05,-25.05
148.21667,-25.05
150.416,-25.05
25.73548,-25.04741
18.2,-25.03333
30.53333,-25.03333
30.85,-25.03333
31.05,-25.03333
31.13333,-25.03333
32.65,-25.03333
33.63333,-25.03333
114.0333,-25.0333
46.9537,-25.0331
113.783,-25.033
115.133,-25.033
128.3,-25.033
129.4,-25.033
129.433,-25.033
131,-25.033
131.017,-25.033
133.2,-25.033
134.4,-25.033
139.7,-25.033
46.99,-25.03
47,-25.03
25.74083,-25.02967
25.73183,-25.021
-57.35,-25.02
46.98,-25.02
129.383,-25.017
133.283,-25.017
-47.95,-25.0167
29.16667,-25.01667
30.4,-25.01667
30.81667,-25.01667
31.13333,-25.01667
46.9903,-25.0159
46.9686,-25.0115
-47.91972,-25.01028
-47.95,-25.01
131,-25.003
25.74083,-25.0025
46.4838,-25.0006
-64.5,-25
17.76667,-25
21.88333,-25
23.5,-25
30.68333,-25
31.11667,-25
128.316,-25
133.033,-25
133.783,-25
134.833,-25
151.95,-25
150.7674806,-24.99855419
133.19867,-24.99254002
148.69167,-24.99167
148.68472,-24.99028
46.5094,-24.9899
148.68472,-24.9875
148.68889,-24.9875
-50.93333,-24.98333
22,-24.98333
31.58333,-24.98333
31.6,-24.98333
31.76667,-24.98333
148.68333,-24.98333
152,-24.98333
152.38333,-24.98333
147.0833,-24.9833
25.316,-24.983
114.75,-24.983
133.75,-24.983
139.65,-24.983
147.0675299,-24.98190075
152.3674579,-24.98187746
46.9,-24.98
25.69304,-24.97683
46.97,-24.97
47.06,-24.97
129.003,-24.967
129.3,-24.967
135.383,-24.967
29.28333,-24.96667
30.7,-24.96667
31.21667,-24.96667
31.25,-24.96667
148.53333,-24.96667
150.1,-24.96667
129.083,-24.966
133.183,-24.966
47.0924,-24.965
46.9868,-24.9548
33.2935,-24.95033
16.35,-24.95
28.53333,-24.95
30.63333,-24.95
31.31667,-24.95
31.38333,-24.95
31.46667,-24.95
129.1,-24.95
132.233,-24.95
133.183,-24.95
133.2,-24.95
133.866,-24.95
147.15,-24.95
149.35,-24.95
149.4,-24.95
150.08333,-24.95
152.38333,-24.95
147.1508586,-24.94857041
152.2591193,-24.94021801
-70.49139,-24.93861
18.7,-24.93333
30.71667,-24.93333
30.83333,-24.93333
33.3,-24.93333
152.16667,-24.93333
-57.7,-24.9333
129.083,-24.933
129.366,-24.933
131.283,-24.933
133.95,-24.933
150.066,-24.933
151.766,-24.933
-57.7,-24.93
113.15,-24.92778
46.4013,-24.9261
152.28396,-24.92439002
140.067,-24.917
22.08333,-24.91667
30.31667,-24.91667
30.68333,-24.91667
31.28333,-24.91667
148.08333,-24.91667
151.36667,-24.91667
151.91667,-24.91667
152.3,-24.91667
152.36667,-24.91667
113.733,-24.916
151.916,-24.916
18.67682,-24.911
151.86,-24.91
133.19607,-24.90268002
-60.31,-24.9
16.28333,-24.9
30.7,-24.9
30.75,-24.9
113.65,-24.9
113.666,-24.9
113.7,-24.9
129.1,-24.9
129.283,-24.9
129.85,-24.9
132.25,-24.9
134.216,-24.9
139.3,-24.9
146.25,-24.9
152.23333,-24.9
152.28333,-24.9
-56.7333,-24.8986
147.01753,-24.89857109
-57.6824,-24.8855
15.56667,-24.88333
28.28333,-24.88333
146.25,-24.88333
148.83333,-24.88333
151.7,-24.88333
152.35,-24.88333
152.46667,-24.88333
152.48333,-24.88333
113.633,-24.883
113.666,-24.883
113.667,-24.883
132.25,-24.883
133.817,-24.883
133.866,-24.883
134.25,-24.883
135.367,-24.883
146.25,-24.883
150.083,-24.883
113.66764,-24.88179
150.97,-24.88
47.12,-24.87
152.35,-24.87
129.05,-24.867
129.083,-24.867
129.117,-24.867
136.05,-24.867
133.19362,-24.86671002
27.83333,-24.86667
30.31667,-24.86667
30.68333,-24.86667
30.83333,-24.86667
30.9,-24.86667
31.1,-24.86667
31.68333,-24.86667
133.18333,-24.86667
151.11667,-24.86667
152.03333,-24.86667
152.33333,-24.86667
152.35,-24.86667
152.46667,-24.86667
113.7,-24.866
128.85,-24.866
129.1,-24.866
129.183,-24.866
138.966,-24.866
151.916,-24.866
153.2675136,-24.86528939
146.9508607,-24.86524143
147.1841877,-24.86524036
152.3507876,-24.86521783
150.9002,-24.85813002
16.88333,-24.85
28.5,-24.85
30.26667,-24.85
30.88333,-24.85
46.42,-24.85
119.5,-24.85
119.516,-24.85
129.05,-24.85
129.067,-24.85
129.083,-24.85
129.1,-24.85
129.117,-24.85
133.017,-24.85
148.516,-24.85
151.7,-24.85
152.08333,-24.85
152.46667,-24.85
152.48333,-24.85
16.98333,-24.83333
28.2,-24.83333
31.05,-24.83333
31.8,-24.83333
147.25,-24.83333
152.38333,-24.83333
152.4,-24.83333
152.5,-24.83333
153.4,-24.83333
132.25,-24.8333
113.766,-24.833
113.783,-24.833
129.083,-24.833
129.466,-24.833
129.516,-24.833
129.533,-24.833
129.933,-24.833
130.35,-24.833
136.033,-24.833
141.366,-24.833
147.2008573,-24.83190033
140.57,-24.82
129.117,-24.817
129.35,-24.817
140.617,-24.817
30.71667,-24.81667
152.23333,-24.81667
152.3,-24.81667
152.46667,-24.81667
17.1,-24.816667
113.783,-24.816
113.8,-24.816
114.3,-24.816
133.183,-24.816
135.75,-24.816
139.6,-24.816
142.95,-24.816
147.2008572,-24.81524035
25.81267,-24.81233
133.19,-24.81
18.9,-24.8
20.01667,-24.8
29.45,-24.8
29.48333,-24.8
31.56667,-24.8
113.766,-24.8
129.05,-24.8
133.183,-24.8
134.567,-24.8
139.6,-24.8
140.003,-24.8
145.45,-24.8
152.41667,-24.8
152.45,-24.8
152.46667,-24.8
153.216,-24.8
152.4341161,-24.79854766
24.92533,-24.792
28.4,-24.78333
151.76667,-24.78333
152.36667,-24.78333
152.38333,-24.78333
152.43333,-24.78333
152.45,-24.78333
113.633,-24.783
129.25,-24.783
134.117,-24.783
134.733,-24.783
139.583,-24.783
152.434116,-24.7818777
47.2,-24.78
151.7091263,-24.77355072
19.06,-24.77
133.17938,-24.76904002
31.2,-24.76667
152.41667,-24.76667
152.43333,-24.76667
113.766,-24.766
133.866,-24.766
142.633,-24.766
142.916,-24.766
152.416,-24.766
15.51667,-24.75
113.75,-24.75
114.133,-24.75
119.55,-24.75
130.083,-24.75
132.25,-24.75
133.217,-24.75
133.25,-24.75
134.067,-24.75
134.167,-24.75
136,-24.75
150.9,-24.75
151.283,-24.75
152.4,-24.75
-63.8047,-24.7386
15.3,-24.73333
28.25,-24.73333
31.08333,-24.73333
31.25,-24.73333
152.1,-24.73333
152.33333,-24.73333
133.883,-24.733
135.767,-24.733
133.19,-24.73
-47.86936,-24.72943
133.183,-24.717
133.717,-24.717
134,-24.717
134.017,-24.717
-47.55,-24.7167
15.51667,-24.71667
26.11667,-24.71667
30.2,-24.71667
30.35,-24.71667
30.83333,-24.71667
31.56667,-24.71667
133.18333,-24.71667
146,-24.71667
152.28333,-24.71667
152.3,-24.71667
119.583,-24.716
152.266,-24.716
133.19,-24.71
-63.7634,-24.7009
-47.54972,-24.70028
-48,-24.7
16.45,-24.7
28.21667,-24.7
31.18333,-24.7
31.35,-24.7
31.51667,-24.7
132.167,-24.7
133.2,-24.7
133.917,-24.7
134.083,-24.7
134.167,-24.7
135.867,-24.7
141.416,-24.7
150.01667,-24.7
152.38333,-24.7
152.41667,-24.7
153.01667,-24.7
15.53817,-24.6965
-47.56167,-24.69497515
16.21667,-24.68333
20.6,-24.68333
30.6,-24.68333
152.26667,-24.68333
153.28333,-24.68333
-47.4167,-24.6833
150.783,-24.683
134.05,-24.667
134.067,-24.667
134.083,-24.667
15.61667,-24.66667
25.91667,-24.66667
26.41667,-24.66667
27.48333,-24.66667
28.7,-24.66667
30.81667,-24.66667
30.83333,-24.66667
34.75,-24.66667
134.03333,-24.66667
150,-24.66667
151.6,-24.66667
152.21667,-24.66667
134,-24.666
134.066,-24.666
135.833,-24.666
136.1,-24.666
136.5,-24.666
19.53,-24.66
19.6,-24.66
19.7,-24.66
19.77,-24.66
43.93,-24.66
-57.9975,-24.6583
21.93535,-24.6564
133.20786,-24.65469002
19.76,-24.65
30.83333,-24.65
31.56667,-24.65
133.2,-24.65
133.217,-24.65
134.167,-24.65
134.917,-24.65
150.75,-24.65
151.56667,-24.65
-47.3892,-24.6478
151.5757975,-24.6402216
-58.0153,-24.6366
14.71667,-24.63333
17.96667,-24.63333
19.76667,-24.63333
30.78333,-24.63333
31.16667,-24.63333
31.45,-24.63333
31.46667,-24.63333
31.63333,-24.63333
31.98333,-24.63333
149.5,-24.63333
149.98333,-24.63333
150.95,-24.63333
151.56667,-24.63333
-56.7667,-24.6333
134.167,-24.633
140.95,-24.633
149.366,-24.633
26.4,-24.63
133.21505,-24.62836002
17.86667,-24.61667
31.13333,-24.61667
31.46667,-24.61667
31.55,-24.61667
31.75,-24.61667
151.7,-24.61667
151.85,-24.61667
152.76667,-24.61667
119.616,-24.616
149.783,-24.616
149.8,-24.616
149.983,-24.616
150,-24.616
150.016,-24.616
151.333,-24.616
25.8715,-24.615
19.77914,-24.60581
44.5174,-24.6034
133.2227,-24.60111002
28.63333,-24.6
31.45,-24.6
31.46667,-24.6
33.33333,-24.6
47.2167,-24.6
131.017,-24.6
132.916,-24.6
134.2,-24.6
134.233,-24.6
134.3,-24.6
135.717,-24.6
141.416,-24.6
151.5,-24.6
151.6,-24.6
151.68333,-24.6
151.76667,-24.6
151.8,-24.6
151.5008657,-24.59862768
151.7675323,-24.59862652
151.6007969,-24.59855161
24.73267,-24.5985
-58.0341,-24.5862
27.4,-24.58333
30.83333,-24.58333
31.03333,-24.58333
31.06667,-24.58333
150,-24.58333
151.48333,-24.58333
151.66667,-24.58333
151.7,-24.58333
-48.5833,-24.5833
132.883,-24.583
133.133,-24.583
133.15,-24.583
133.183,-24.583
133.2,-24.583
133.216,-24.583
133.217,-24.583
133.866,-24.583
134.066,-24.583
135.767,-24.583
135.783,-24.583
141.416,-24.583
149.983,-24.583
151.4841959,-24.58195779
151.6675335,-24.58195699
151.4841285,-24.58188213
-48.59,-24.58
46.96,-24.58
-68.91083,-24.57778
134.133,-24.57699
19.79313,-24.57495
133.133,-24.567
136.083,-24.567
136.25,-24.567
-54.0667,-24.5667
15.81667,-24.56667
18.9,-24.56667
25.45,-24.56667
29.16667,-24.56667
31.11667,-24.56667
31.13333,-24.56667
31.2,-24.56667
31.25,-24.56667
31.33333,-24.56667
149.96667,-24.56667
151.48333,-24.56667
151.53333,-24.56667
45.26275,-24.56633
132.783,-24.566
139.55,-24.566
149.983,-24.566
151.483,-24.566
151.4841958,-24.56529782
151.5341951,-24.5652976
-58.0359,-24.5594
19.80107,-24.55743
-48.7308,-24.5555
15.76667,-24.55
27.5,-24.55
28.31667,-24.55
31.26667,-24.55
43.91,-24.55
132.416,-24.55
133.25,-24.55
135.7,-24.55
135.733,-24.55
135.783,-24.55
149.86667,-24.55
151.41667,-24.55
151.51667,-24.55
151.4174692,-24.54855249
30.86667,-24.53333
31.26667,-24.53333
31.43333,-24.53333
31.45,-24.53333
31.95,-24.53333
151.5,-24.53333
151.56667,-24.53333
151.75,-24.53333
152.05,-24.53333
133.3,-24.533
133.883,-24.533
151.466,-24.533
152.7,-24.533
151.4675358,-24.53195797
151.42,-24.53
151.55,-24.53
21.87983,-24.52533
-58.0283,-24.5239
44.6274,-24.523
151.47,-24.52
132.167,-24.517
132.7,-24.517
134.017,-24.517
135.783,-24.517
47.2667,-24.5167
17.88333,-24.51667
30.63333,-24.51667
30.78333,-24.51667
30.98333,-24.51667
31.01667,-24.51667
31.25,-24.51667
31.35,-24.51667
151.48333,-24.51667
151.9,-24.51667
151.98333,-24.51667
139.65,-24.516
151.483,-24.516
151.4841955,-24.51529793
151.47,-24.51
-58.0327,-24.5072
-47.8333,-24.5
14.61667,-24.5
14.71667,-24.5
17.83333,-24.5
27.73333,-24.5
28.71667,-24.5
30.65,-24.5
30.8,-24.5
30.83333,-24.5
30.91667,-24.5
30.95,-24.5
31.03333,-24.5
31.41667,-24.5
44.4667,-24.5
132.067,-24.5
133.866,-24.5
134.067,-24.5
135.8,-24.5
138.7,-24.5
139.6,-24.5
151.5,-24.5
151.6,-24.5
151.73333,-24.5
115.18388,-24.49944
151.5008652,-24.49862789
133.27429,-24.49809002
114.97777,-24.48749
-65.58333,-24.48333
-46.68333,-24.48333
19.96667,-24.48333
21.91667,-24.48333
27.61667,-24.48333
30.63333,-24.48333
30.81667,-24.48333
31.33333,-24.48333
31.36667,-24.48333
151.66667,-24.48333
113.983,-24.483
130.517,-24.483
132.033,-24.483
133.25,-24.483
133.717,-24.483
134.033,-24.483
135.533,-24.483
151.483,-24.483
-47.84,-24.48
132.583,-24.467
148.617,-24.467
30.6,-24.46667
30.81667,-24.46667
31.36667,-24.46667
134.06667,-24.46667
143.86667,-24.46667
150.11667,-24.46667
113.416,-24.466
133.866,-24.466
148.533,-24.466
150.133,-24.466
151.95,-24.466
134.41,-24.452
18.9,-24.45
28.16667,-24.45
30.86667,-24.45
31.03333,-24.45
31.48333,-24.45
31.96667,-24.45
130.983,-24.45
132,-24.45
141.4,-24.45
141.433,-24.45
141.533,-24.45
145.533,-24.45
150.86667,-24.45
151.01667,-24.45
151.45,-24.45
151.566,-24.45
150.8675432,-24.44863076
133.35392,-24.44184002
19.47603,-24.43657
19.05,-24.43333
30.85,-24.43333
31.01667,-24.43333
133.36667,-24.43333
145.46667,-24.43333
150.71667,-24.43333
151.43333,-24.43333
151.9,-24.43333
151.98333,-24.43333
133.35,-24.433
135.783,-24.433
145.466,-24.433
-58.048,-24.4301
133.37444,-24.42268002
151.07,-24.42
19.47603,-24.41852
132.433,-24.417
132.517,-24.417
133.583,-24.417
134.867,-24.417
135.283,-24.417
22.08333,-24.41667
30.63333,-24.41667
30.66667,-24.41667
30.7,-24.41667
30.83333,-24.41667
151.03333,-24.41667
151.55,-24.41667
151.83333,-24.41667
151.98333,-24.41667
152,-24.41667
114,-24.416
133.38662,-24.40843002
133.38722,-24.40762002
-58.0866,-24.4021
18.93333,-24.4
19.11667,-24.4
19.45,-24.4
26.13333,-24.4
30.71667,-24.4
30.81667,-24.4
30.85,-24.4
30.96667,-24.4
113.4,-24.4
116.3,-24.4
133.4,-24.4
134.033,-24.4
134.567,-24.4
134.717,-24.4
136.1,-24.4
150.516,-24.4
150.51667,-24.4
150.517,-24.4
151,-24.4
151.98,-24.4
25.52083,-24.39283
21.87983,-24.39
18.85,-24.38333
30.63333,-24.38333
31,-24.38333
31.03333,-24.38333
31.33333,-24.38333
31.76667,-24.38333
31.78333,-24.38333
151.96667,-24.38333
-47.9167,-24.3833
114,-24.383
132.416,-24.383
132.417,-24.383
133.75,-24.383
134.116,-24.383
-47.91972,-24.38
44.9,-24.38
134.05,-24.38
151.63,-24.38
17.8835,-24.37883
131.533,-24.367
131.8,-24.367
133.433,-24.367
134.633,-24.367
136.6,-24.367
136.617,-24.367
139.467,-24.367
18.66667,-24.36667
19.76667,-24.36667
19.95,-24.36667
30.75,-24.36667
30.96667,-24.36667
31.01667,-24.36667
150.98333,-24.36667
151.01667,-24.36667
151.06667,-24.36667
151.48333,-24.36667
131.8,-24.366
139.466,-24.366
150.9842012,-24.36530043
151.0175408,-24.36530028
151.4841948,-24.36529826
133.43545,-24.35247002
151.101,-24.3522
16,-24.35
30.95,-24.35
30.96667,-24.35
116.733,-24.35
133.2,-24.35
133.416,-24.35
145.36667,-24.35
150.5,-24.35
151.6,-24.35
151.9674605,-24.34855077
44.521,-24.3478
133.44355,-24.34724002
19.52522,-24.34629
133.451,-24.34350002
134.73545,-24.33936
19.62361,-24.33726
19.16667,-24.33333
19.33333,-24.33333
19.88333,-24.33333
20.75,-24.33333
26.95,-24.33333
28.75,-24.33333
31.2,-24.33333
143.41667,-24.33333
143.81667,-24.33333
150.98333,-24.33333
151.56667,-24.33333
-66.05,-24.3333
114.033,-24.333
131.5,-24.333
131.533,-24.333
131.683,-24.333
133.45,-24.333
133.583,-24.333
134.05,-24.333
136.617,-24.333
145.366,-24.333
148.383,-24.333
151.533,-24.333
131.5,-24.33
44.521,-24.3298
-128.32222,-24.32778
133.46041,-24.32667002
132.35,-24.32499
-47.63,-24.32
-46.99,-24.32
131.583,-24.317
131.6,-24.317
133.45,-24.317
136,-24.317
-47.63333,-24.31667
19.71667,-24.31667
28.6,-24.31667
29.28333,-24.31667
30.96667,-24.31667
31.15,-24.31667
148.35,-24.31667
151.95,-24.31667
151.96667,-24.31667
116.75,-24.316
116.766,-24.316
131.75,-24.316
151.9674604,-24.31522086
-65.26,-24.3
-47.16667,-24.3
18.83333,-24.3
28.11667,-24.3
28.95,-24.3
29.31667,-24.3
116.916,-24.3
131.583,-24.3
131.6,-24.3
132.683,-24.3
134.133,-24.3
134.733,-24.3
134.867,-24.3
134.883,-24.3
141.233,-24.3
143.31667,-24.3
145.3,-24.3
145.333,-24.3
151.63333,-24.3
151.65,-24.3
143.3509605,-24.29866552
17.73333,-24.28333
30.83333,-24.28333
30.86667,-24.28333
30.9,-24.28333
143.2,-24.28333
122.0389,-24.2833
116.816,-24.283
131.583,-24.283
131.6,-24.283
132.35,-24.283
133.416,-24.283
133.883,-24.283
133.95,-24.283
135.983,-24.283
145.333,-24.283
-47.45972,-24.28028
133.4297,-24.27600002
133.4297,-24.276
19.22021,-24.27406
-47.22972,-24.27028
131.583,-24.267
131.6,-24.267
131.8,-24.267
136.983,-24.267
17.2,-24.26667
30.33333,-24.26667
30.65,-24.26667
30.81667,-24.26667
30.83333,-24.26667
30.96667,-24.26667
143.35,-24.26667
143.35833,-24.26667
145.33333,-24.26667
151.88333,-24.26667
114.033,-24.266
131.566,-24.266
144.1,-24.266
145.35,-24.266
133.43967,-24.25651002
134.71967,-24.25217
19.58,-24.25
31.08333,-24.25
114.033,-24.25
131.533,-24.25
131.55,-24.25
131.566,-24.25
131.567,-24.25
131.57,-24.25
132.783,-24.25
134.033,-24.25
139.42,-24.25
143.1,-24.25
144.033,-24.25
150.53333,-24.25
150.86667,-24.25
151.5,-24.25
151.73333,-24.25
47.3211,-24.2459
133.45,-24.24
16.25,-24.23333
19.16667,-24.23333
29.48333,-24.23333
30.93333,-24.23333
143.23333,-24.23333
151.93333,-24.23333
133.8667,-24.2333
131.016,-24.233
133.45,-24.233
135.7,-24.233
136.567,-24.233
151.5,-24.233
19.18,-24.23
17.75367,-24.2295
133.46111,-24.22922002
143.28333,-24.225
-48.75972,-24.22
132.317,-24.217
134.017,-24.217
17.95,-24.21667
18.63333,-24.21667
19.88333,-24.21667
30.86667,-24.21667
133.46667,-24.21667
143.26667,-24.21667
143.28333,-24.21667
151.7,-24.21667
151.73333,-24.21667
133.366,-24.216
