long,lat
-71.27202,-40.83542
-71.31227,-40.83378
145.11667,-40.83333
145.26667,-40.83333
-71.28409,-40.82814
-71.17311,-40.82737
145.03,-40.82
-71.30989,-40.81978
-71.78428,-40.81781
-71.35225,-40.81288
-71.10887,-40.81215
-71.24526,-40.80774
-70.72727,-40.80304
147.65,-40.8
147.6310026,-40.79860232
-71.60191,-40.79508
-71.73529,-40.78478
-71.66064,-40.78356
-71.66,-40.78
-71.19087,-40.77971
145.3,-40.7667
-71.64453,-40.76369
148.879,-40.7617
144.95,-40.75
-71.15812,-40.74884
-71.10521,-40.74689
-71.87155,-40.74519
-71.9491,-40.73591
-71.83307,-40.73153
147.93,-40.73
148.13,-40.73
-71.65177,-40.72578
-71.09955,-40.71832
-71.0833,-40.7167
-71.10466,-40.71561
-71.12583,-40.71345
-70.7394,-40.69599
-71.35036,-40.69468
-71.22233,-40.69055
-71.23978,-40.68544
-71.36169,-40.67859
146.8,-40.6747
-71.6131,-40.6722
173.99691,-40.67022
-71.42386,-40.66569
-71.38733,-40.6628
-71.70561,-40.65473
-71.70465,-40.64877
-62.8469,-40.6481
-70.3333,-40.64569
-71.48799,-40.62871
-71.70517,-40.62434
-71.59232,-40.62062
-71.14267,-40.61087
-71.70576,-40.60484
-71.62784,-40.60334
-71.15,-40.6
-70.71,-40.6
-70.7224,-40.59697
-70.63,-40.59
-71.22355,-40.58693
-71.17006,-40.58366
-71.15577,-40.58359
-71.79192,-40.5828
-73.70944,-40.57917
-63.51,-40.56
-70.74761,-40.54551
-70.0833,-40.54534
-71.77542,-40.53784
-71.65828,-40.53512
-70.69,-40.53
148.17,-40.53
-71.18088,-40.51077
-70.66647,-40.50733
-71.3271,-40.5005
-71.43114,-40.49918
-71.58762,-40.49412
148.07,-40.48
148.05,-40.47
-71.33148,-40.45762
-71.53402,-40.43705
-71.49137,-40.40581
-70.7838,-40.40108
144.65,-40.38
148,-40.37
148.03,-40.37
-71.47608,-40.36237
-71.53911,-40.35989
148.13,-40.35
-71.34085,-40.34091
-72.61639,-40.33083
147.92,-40.33
147.87,-40.32
147.8,-40.3
147.866,-40.283
147.867,-40.283
-68.46477,-40.28272
-70.82554,-40.2796
-71.00654,-40.27264
147.92,-40.27
148.3,-40.27
147.916,-40.266
-70.3564,-40.25145
148.2,-40.25
148.25,-40.25
-71.44961,-40.24312
-71.37106,-40.24223
-71.0054,-40.24217
-71.27003,-40.22943
-70.95043,-40.22609
-71.51855,-40.22464
148.03,-40.22
148.051,-40.22
148.23,-40.22
-70.83,-40.21
-71.68698,-40.20395
148.05,-40.2
148.07,-40.2
147.98,-40.18
148.08,-40.18
148.049,-40.1789
147.9,-40.17
148.08,-40.17
-70.66946,-40.16804
-71.5261,-40.16537
148.098,-40.1647
-71.80229,-40.16138
-70.67945,-40.15898
-71.63097,-40.15624
-62.6251,-40.1503
143.92,-40.15
148.07,-40.15
-71.37113,-40.14017
-71.71386,-40.13988
-71.55059,-40.1302
147.82,-40.13
147.93,-40.13
148.02,-40.12
148.15,-40.12
148.17,-40.12
148.35,-40.12
148.0167,-40.1167
148.016,-40.116
148.15,-40.116
148.238,-40.1019
147.95,-40.1
148.014,-40.0892
148.014,-40.0889
148.049,-40.0858
148.021,-40.0814
-70.55,-40.08
148.2,-40.08
-70.77443,-40.07689
-70.78619,-40.07664
-70.03,-40.07
147.95,-40.0667
-70.83,-40.06
143.9210466,-40.05862964
147.75,-40.05
148.03,-40.05
-71.65895,-40.04844
-70.85,-40.04
-71.4567,-40.03851
-71.57948,-40.0384
148.94,-40.0361
-71.38969,-40.03284
144.05,-40.03
148.03,-40.02
-70.82535,-40.01764
148.033,-40.017
148.033,-40.016
-71.38516,-40.01579
-70.58,-40
144,-40
144.12,-40
147.9167,-40
148.2,-40
-71.49316,-39.9946
-70.03911,-39.98738
-71.56297,-39.98345
147.926,-39.9833
147.9333,-39.9833
-70.67,-39.98
148.08,-39.98
148.18,-39.98
148.05,-39.97
148.37,-39.97
-70.76574,-39.96791
-70.91873,-39.95501
147.883,-39.95
148.33,-39.95
148.35,-39.95
-71.33306,-39.94564
-71.43321,-39.93584
-70.73485,-39.93172
-70.7,-39.93
144.07,-39.93
144.08,-39.93
148.32,-39.93
-71.9,-39.92071
144,-39.92
144.13,-39.92
148.28,-39.92
-71.31465,-39.91741
144,-39.917
-71.07436,-39.91649
143.95,-39.916
144,-39.916
143.77,-39.9
147.77,-39.9
147.8,-39.9
-71.31284,-39.89326
-71.37721,-39.8922
-71.08,-39.89
147.872,-39.8881
-71.15,-39.88
-71.45705,-39.87971
-70.6068,-39.87311
147.82,-39.87
143.883,-39.866
-62.6577,-39.8657
-70.4393,-39.85946
147.844,-39.8583
-71.92139,-39.85083
-71.04,-39.85
149.367,-39.85
144,-39.833
147.77,-39.83
147.88,-39.83
147.93,-39.83
-73.22556,-39.82944
147.83,-39.82
147.87,-39.82
-71.61604,-39.81997
-71.64546,-39.81463
143.92,-39.8
147.85,-39.78
-71.02334,-39.76716
-71.4667,-39.7667
147.87,-39.75
-71.00958,-39.747
-71.4631,-39.74657
-71.47433,-39.74128
-71.47,-39.74
-71.00653,-39.73624
-71.28672,-39.73596
-71.49,-39.73
-70.99665,-39.71074
-71.5877,-39.70496
-71.42,-39.69
147.68,-39.68
147.9,-39.68
147.92,-39.68
147.934,-39.6556
-71.60675,-39.65507
-70.57363,-39.65392
-71.62435,-39.65101
-70.64828,-39.65009
147.98,-39.65
144.05,-39.63
-70.91,-39.62
-71.35571,-39.61043
-71.35484,-39.60935
-71.34254,-39.59598
-71.42991,-39.58845
143.93,-39.58
143.95,-39.58
-70.9615,-39.57069
143.93,-39.57
-71.41887,-39.56373
-71.39972,-39.5456
-71.29673,-39.54372
-72.11611,-39.53972
-70.64203,-39.53556
-70.63,-39.53
-70.60677,-39.52963
-71.42255,-39.5294
-70.68,-39.5
147.33,-39.5
147.33,-39.48
146.65,-39.47
147.28,-39.47
147.3,-39.47
147.28,-39.45
147.283,-39.45
147.32,-39.45
147.38,-39.45
-71.43651,-39.43438
147.28,-39.43
-71.22539,-39.42019
-71.93333,-39.41667
-71.2539,-39.41105
-70.81771,-39.4021
146.38,-39.4
-70.67979,-39.39484
-71.08993,-39.38144
-71.11,-39.38
-70.81,-39.38
-70.8,-39.38
-70.93329,-39.37414
-70.96109,-39.37202
-71.30614,-39.36911
-71.29,-39.36816
-71.29763,-39.36741
-71.31058,-39.36526
-71.22031,-39.36311
-71.22229,-39.3629
-71.35,-39.36
-71.3,-39.36
-70.91,-39.35
-71.31,-39.34
-71.26,-39.34
-71.97389,-39.32972
-70.93099,-39.3081
-70.53096,-39.29207
-72.23917,-39.28667
-71.96667,-39.26667
-71.20711,-39.25143
-71.20845,-39.24943
-71.24811,-39.24633
-71.17944,-39.23766
146.38,-39.23
-70.91952,-39.22882
-71.17653,-39.2282
-71.25711,-39.22666
-71.15365,-39.22423
146.98,-39.22
148.75,-39.216
-71.13191,-39.21559
-71.1288,-39.21153
-69.68,-39.2
-65.82,-39.2
146.98,-39.2
147.02,-39.2
-65.98,-39.18
-71.25894,-39.15269
-71.26519,-39.15243
-71.25068,-39.15107
-70.44,-39.13
-71.39644,-39.12548
-71.17,-39.12
-70.35,-39.12
-70.39115,-39.11951
-71.04557,-39.11649
-70.4146,-39.11581
-71.36587,-39.11298
-71.01069,-39.11196
-71.23,-39.11
-70.83,-39.1
146.23,-39.1
-70.95774,-39.0974
-71.13,-39.09
-70.32,-39.09
146.25,-39.08
146.33,-39.08
146.37,-39.08
-70.36639,-39.07174
146.33,-39.07
-70.39543,-39.06366
-70.81,-39.06
-70.4,-39.06
-70.19,-39.06
-70.39696,-39.05961
147.954,-39.0594
-70.4,-39.05
-70.3833,-39.05
146.33,-39.05
146.38,-39.05
-70.81,-39.04
-71.3754,-39.03553
-70.3,-39.03
146.33,-39.03
146.35,-39.03
146.38,-39.03
-70.06,-39.02
146.33,-39.02
146.38,-39.02
146.45,-39.02
-70.10027,-38.98933
146.33,-38.98
146.3,-38.97
146.67,-38.95
146.68,-38.95
146.7,-38.95
146.72,-38.95
146.25,-38.93
146.37,-38.93
146.67,-38.93
146.68,-38.93
145.93,-38.92
146.25,-38.92
146.33,-38.92
146.35,-38.92
145.933,-38.9167
146.517,-38.9167
-70.0667,-38.9
-69.95,-38.9
146.25,-38.9
-70.06419,-38.89738
-70.91269,-38.88577
-72.83361,-38.88333
141.6,-38.88
143.5,-38.88
145.98,-38.88
146.45,-38.88
-69.95554,-38.8775
143.52,-38.87
145.23,-38.87
145.9,-38.87
145.93,-38.87
145.95,-38.87
145.97,-38.87
146,-38.87
146.25,-38.87
-70.69852,-38.8667
146,-38.866
-67.58,-38.85
143.5,-38.85
143.52,-38.85
143.55,-38.85
146.07,-38.85
146.25,-38.85
146.367,-38.85
-62.6956,-38.8327
143.52,-38.83
146.33,-38.83
146.43,-38.83
143.52,-38.82
143.57,-38.82
145.93,-38.82
146.13,-38.82
-62.15529,-38.8171
143.583,-38.8167
146.08,-38.8
146.25,-38.8
143.533,-38.783
143.52,-38.78
143.57,-38.78
146.25,-38.78
143.5,-38.77
143.67,-38.77
146.52,-38.77
143.5,-38.7667
-62.0052,-38.7585
143.383,-38.75
143.55,-38.75
143.58,-38.75
143.62,-38.75
145.98,-38.75
146.08,-38.75
146.53,-38.75
146.485,-38.74
146.683,-38.7333
143.6,-38.73
143.62,-38.73
145.85,-38.73
146.25,-38.73
143.62,-38.72
145.85,-38.72
146.47,-38.72
-72.58389,-38.71806
145.816,-38.716
143.17,-38.7
143.55,-38.7
143.62,-38.7
145.87,-38.7
146.1,-38.7
146.683,-38.7
143.383,-38.6833
143.4,-38.683
143.45,-38.68
143.62,-38.68
146.8,-38.68
143.05,-38.67
143.62,-38.67
143.7,-38.67
143.78,-38.67
146.58,-38.67
146.6,-38.67
151.25,-38.66667
143.816,-38.666
146.25,-38.666
-61.3,-38.65
143.05,-38.65
143.567,-38.65
143.62,-38.65
145.55,-38.65
145.73,-38.65
146.62,-38.65
143.733,-38.633
143.57,-38.63
143.58,-38.63
143.72,-38.63
143.73,-38.63
145.73,-38.63
145.75,-38.63
146.62,-38.63
146.75,-38.63
146.83,-38.63
146.9,-38.63
143,-38.62
143.22,-38.62
143.73,-38.62
145.65,-38.62
145.8,-38.62
146.28,-38.62
146.43,-38.62
146.48,-38.62
146.55,-38.62
146.8,-38.62
146.87,-38.62
146.88,-38.62
143.766,-38.616
142.88,-38.6
143.63,-38.6
143.9,-38.6
143.916,-38.6
145.6,-38.6
146.55,-38.6
143.583,-38.5833
143.333,-38.583
146.916,-38.583
143.33,-38.58
143.6,-38.58
146.78,-38.58
141.68,-38.57
143.72,-38.57
143.77,-38.57
143.85,-38.57
146.28,-38.57
146.68,-38.57
146.85,-38.57
142.85,-38.566
145.366,-38.566
142.8,-38.55
143.53,-38.55
143.72,-38.55
143.85,-38.55
143.97,-38.55
146.9,-38.55
146.93,-38.55
146.95,-38.55
147.05,-38.55
143.72,-38.535
143.533,-38.5333
146.883,-38.5333
145.383,-38.533
146.883,-38.533
146.916,-38.533
143.53,-38.53
143.58,-38.53
143.6,-38.53
143.63,-38.53
143.7,-38.53
144.07,-38.53
145.33,-38.53
146.52,-38.53
146.78,-38.53
146.88,-38.53
143.22,-38.52
143.5,-38.52
143.53,-38.52
143.72,-38.52
145.25,-38.52
146.87,-38.52
143.933,-38.516
141.5,-38.5
142.75,-38.5
143.57,-38.5
143.72,-38.5
143.883,-38.5
143.933,-38.5
146.5,-38.5
146.88,-38.5
-62.88333,-38.48333
-62.705,-38.4814
143.58,-38.48
143.78,-38.48
144.92,-38.48
146.43,-38.48
146.63,-38.48
146.73,-38.48
146.93,-38.48
147.03,-38.48
142.75,-38.47
143.47,-38.47
145.2,-38.47
146.2,-38.47
146.43,-38.47
146.47,-38.47
146.72,-38.47
146.75,-38.47
146.83,-38.47
144.1,-38.4667
146.55,-38.4667
143.567,-38.45
145.17,-38.45
145.25,-38.45
145.3,-38.45
146.28,-38.45
146.55,-38.45
146.58,-38.45
146.67,-38.45
146.7,-38.45
146.83,-38.45
148.13,-38.45
146.483,-38.4383
145.05,-38.433
143.05,-38.43
144.03,-38.43
145.05,-38.43
145.87,-38.43
146.3,-38.43
146.33,-38.43
146.52,-38.43
146.57,-38.43
146.6,-38.43
148.685,-38.4213
141.53,-38.42
142,-38.42
142.8,-38.42
143.58,-38.42
144.15,-38.42
144.18,-38.42
144.88,-38.42
145.07,-38.42
145.77,-38.42
146.5,-38.42
146.58,-38.42
144.1833,-38.4167
144.8833,-38.4167
144.883,-38.416
141.42,-38.4
142.45,-38.4
142.48,-38.4
144.67,-38.4
144.8,-38.4
144.82,-38.4
144.87,-38.4
145.27,-38.4
146.47,-38.4
146.55,-38.4
146.57,-38.4
146.62,-38.4
146.67,-38.4
146.73,-38.4
146.83,-38.4
146.983,-38.4
147.13,-38.4
145.583,-38.383
142.15,-38.38
142.17,-38.38
142.58,-38.38
142.6,-38.38
142.92,-38.38
144.18,-38.38
144.22,-38.38
145.13,-38.38
145.28,-38.38
146.25,-38.38
146.27,-38.38
146.55,-38.38
146.78,-38.38
147.13,-38.38
141.62,-38.37
142.45,-38.37
143.95,-38.37
144.77,-38.37
145.17,-38.37
145.18,-38.37
145.57,-38.37
145.72,-38.37
146.2,-38.37
146.22,-38.37
146.23,-38.37
146.25,-38.37
146.55,-38.37
146.6,-38.37
146.62,-38.37
146.65,-38.37
146.67,-38.37
146.78,-38.37
146.83,-38.37
145.983,-38.366
147.1,-38.366
141.22,-38.35
141.38,-38.35
141.52,-38.35
141.6,-38.35
141.62,-38.35
142.1,-38.35
142.166,-38.35
143.35,-38.35
143.38,-38.35
143.4,-38.35
143.43,-38.35
144.25,-38.35
144.95,-38.35
145.15,-38.35
145.35,-38.35
145.37,-38.35
146.15,-38.35
146.25,-38.35
148.28,-38.35
141.483,-38.333
141.5,-38.33
142.35,-38.33
142.62,-38.33
143.3,-38.33
143.35,-38.33
144.13,-38.33
144.75,-38.33
144.97,-38.33
145.33,-38.33
145.72,-38.33
146.23,-38.33
147.05,-38.33
147.07,-38.33
141.4,-38.32
141.9,-38.32
143.28,-38.32
144.98,-38.32
145.18,-38.32
146.8,-38.32
147,-38.32
141.55,-38.3
143.25,-38.3
143.37,-38.3
143.53,-38.3
144.65,-38.3
145.87,-38.3
146.75,-38.3
147.28,-38.3
147.87,-38.3
148.52,-38.3
142.61667,-38.28333
144.767,-38.2833
141.65,-38.283
143.233,-38.283
143.3,-38.28
143.55,-38.28
